time.TIME,Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,driving_machine_monitor.path_x,driving_machine_monitor.path_y,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering,driver_demands.throttle
1.15,6.90952E-05,14.93465305,-5.25937E-06,-5.81345E-06,-14.16878797,0,0,-1.62034E-05,6.69997E-05,9.997600395
1.16,6.91556E-05,14.93476631,-5.25396E-06,-5.81786E-06,-14.31813441,0,0,-1.60294E-05,6.72723E-05,10.00165963
1.17,6.92132E-05,14.93488197,-5.24867E-06,-5.82161E-06,-14.46748195,0,0,-1.58541E-05,6.7534E-05,10.0056631
1.18,6.92682E-05,14.93500004,-5.24353E-06,-5.82471E-06,-14.6168306,0,0,-1.56776E-05,6.77854E-05,10.00960993
1.19,6.93207E-05,14.93512048,-5.23853E-06,-5.82719E-06,-14.76618039,0,0,-1.55E-05,6.8027E-05,10.01349929
1.2,6.93709E-05,14.93524323,-5.23369E-06,-5.82906E-06,-14.91553134,0,0,-1.53215E-05,6.82592E-05,10.01733121
1.21,6.94189E-05,14.93536821,-5.229E-06,-5.83034E-06,-15.06488348,0,0,-1.51421E-05,6.84824E-05,10.02110648
1.22,6.9465E-05,14.93549538,-5.22448E-06,-5.83107E-06,-15.21423684,0,0,-1.49619E-05,6.86972E-05,10.02482604
1.23,6.95091E-05,14.93562472,-5.22012E-06,-5.83125E-06,-15.36359143,0,0,-1.4781E-05,6.89038E-05,10.02849034
1.24,6.95516E-05,14.93575621,-5.21591E-06,-5.83091E-06,-15.51294729,0,0,-1.45996E-05,6.91028E-05,10.03209923
1.25,6.95925E-05,14.93588984,-5.21184E-06,-5.83007E-06,-15.66230443,0,0,-1.44177E-05,6.92945E-05,10.03565248
1.26,6.9632E-05,14.93602557,-5.20792E-06,-5.82875E-06,-15.81166288,0,0,-1.42354E-05,6.94795E-05,10.03915025
1.27,6.96702E-05,14.93616333,-5.20414E-06,-5.82697E-06,-15.96102265,0,0,-1.40528E-05,6.96579E-05,10.04259319
1.28,6.97071E-05,14.93630308,-5.20049E-06,-5.82475E-06,-16.11038379,0,0,-1.387E-05,6.983E-05,10.04598215
1.29,6.97429E-05,14.93644479,-5.19696E-06,-5.82211E-06,-16.25974629,0,0,-1.36871E-05,6.99963E-05,10.04931781
1.3,6.97777E-05,14.93658845,-5.19356E-06,-5.81906E-06,-16.4091102,0,0,-1.35042E-05,7.01567E-05,10.05260049
1.31,6.98115E-05,14.93673403,-5.19027E-06,-5.81564E-06,-16.55847552,0,0,-1.33213E-05,7.03117E-05,10.05583033
1.32,6.98444E-05,14.93688151,-5.1871E-06,-5.81184E-06,-16.70784228,0,0,-1.31386E-05,7.04614E-05,10.05900766
1.33,6.98764E-05,14.93703083,-5.18405E-06,-5.80768E-06,-16.8572105,0,0,-1.29561E-05,7.06059E-05,10.06213309
1.34,6.99077E-05,14.93718196,-5.18111E-06,-5.80319E-06,-17.0065802,0,0,-1.27739E-05,7.07455E-05,10.0652074
1.35,6.99382E-05,14.93733488,-5.17827E-06,-5.79837E-06,-17.1559514,0,0,-1.2592E-05,7.08801E-05,10.06823132
1.36,6.9968E-05,14.93748955,-5.17555E-06,-5.79323E-06,-17.30532412,0,0,-1.24106E-05,7.101E-05,10.07120536
1.37,6.99971E-05,14.93764596,-5.17294E-06,-5.7878E-06,-17.45469838,0,0,-1.22296E-05,7.11351E-05,10.07412992
1.38,7.00255E-05,14.93780408,-5.17044E-06,-5.78207E-06,-17.6040742,0,0,-1.20492E-05,7.12556E-05,10.07700541
1.39,7.00533E-05,14.93796388,-5.16805E-06,-5.77607E-06,-17.75345159,0,0,-1.18694E-05,7.13716E-05,10.0798324
1.4,7.00805E-05,14.93812532,-5.16577E-06,-5.76979E-06,-17.90283058,0,0,-1.16902E-05,7.1483E-05,10.08261157
1.41,7.0107E-05,14.93828838,-5.1636E-06,-5.76326E-06,-18.05221118,0,0,-1.15118E-05,7.15899E-05,10.08534362
1.42,7.01329E-05,14.93845303,-5.16153E-06,-5.75648E-06,-18.2015934,0,0,-1.13341E-05,7.16925E-05,10.0880291
1.43,7.01582E-05,14.93861925,-5.15957E-06,-5.74946E-06,-18.35097727,0,0,-1.11572E-05,7.17906E-05,10.09066849
1.44,7.01829E-05,14.93878702,-5.15771E-06,-5.7422E-06,-18.50036281,0,0,-1.09811E-05,7.18845E-05,10.09326222
1.45,7.02069E-05,14.93895631,-5.15595E-06,-5.73473E-06,-18.64975002,0,0,-1.0806E-05,7.19741E-05,10.09581081
1.46,7.02302E-05,14.93912709,-5.15429E-06,-5.72704E-06,-18.79913892,0,0,-1.06317E-05,7.20594E-05,10.09831482
1.47,7.02529E-05,14.93929932,-5.15273E-06,-5.71914E-06,-18.94852953,0,0,-1.04585E-05,7.21404E-05,10.10077485
1.48,7.0275E-05,14.939473,-5.15126E-06,-5.71104E-06,-19.09792186,0,0,-1.02862E-05,7.22173E-05,10.10319142
1.49,7.02963E-05,14.9396481,-5.14987E-06,-5.70276E-06,-19.24731593,0,0,-1.01151E-05,7.22901E-05,10.10556499
